"","seed","alpha","deg","n","d","method","time","sig_diff","TPR","FPR","SHM"
"1",1234,0.01,3,200,2187,0,115.582,0,0.402454949072865,0.000404047590152203,3933
"2",1235,0.01,3,200,2187,0,60.975,0,0.404016692749087,0.000397979969178523,3938
"3",1236,0.01,3,200,2187,0,70.081,0,0.406233351092168,0.000402367334384413,3889
"4",1237,0.01,3,200,2187,0,66.295,0,0.405665419561732,0.000405923384681247,3896
"5",1238,0.01,3,200,2187,0,82.45,0,0.418886198547215,0.000388763764706276,3773
"6",1239,0.01,3,200,2187,0,68.424,0,0.411796832332059,0.000416796828494173,3900
"7",1240,0.01,3,200,2187,0,81.6319999999999,0,0.405864620443957,0.000403613903233096,3831
"8",1241,0.01,3,200,2187,0,47.65,0,0.405526315789474,0.000405719069570463,3922
"9",1242,0.01,3,200,2187,0,117.666,0,0.414453873528607,0.000411565169576567,3843
"10",1243,0.01,3,200,2187,0,47.945,0,0.412951167728238,0.000391278793254354,3791
"11",1244,0.01,3,200,2187,0,68.5360000000001,0,0.414068745003997,0.000399647138777574,3812
"12",1245,0.01,3,200,2187,0,73.8580000000001,0,0.408526713437669,0.000398178547612885,3798
"13",1246,0.01,3,200,2187,0,133.638,0,0.410112359550562,0.000402575226014394,3876
"14",1247,0.01,3,200,2187,0,63.477,0,0.406374501992032,0.000388976909125453,3833
"15",1248,0.01,3,200,2187,0,66.2990000000001,0,0.39618138424821,0.00040467040704319,3939
"16",1249,0.01,3,200,2187,0,48,0,0.404552934722984,0.000415958494539917,3901
"17",1250,0.01,3,200,2187,0,96.295,0,0.41324751944221,0.000409060854863953,3871
"18",1251,0.01,3,200,2187,0,42.379,0,0.412398921832884,0.000404456004581463,3870
"19",1252,0.01,3,200,2187,0,62.177,0,0.402714932126697,0.000405924658709427,3894
"20",1253,0.01,3,200,2187,0,65.298,0,0.408994708994709,0.000398393953451098,3879
"21",1254,0.01,3,200,2187,0,96.061,0,0.420197175592859,0.000391277565190609,3798
"22",1255,0.01,3,200,2187,0,40.577,0,0.415647921760391,0.000402779660903465,3803
"23",1256,0.01,3,200,2187,0,70.799,0,0.406068601583113,0.000401324160488653,3874
"24",1257,0.01,3,200,2187,0,61.09,0,0.411640211640212,0.000389815092058506,3804
"25",1258,0.01,3,200,2187,0,105.921,0,0.4110445428497,0.000396934170026762,3884
"26",1259,0.01,3,200,2187,0,59.824,0,0.417041545382376,0.000394836781965145,3824
"27",1260,0.01,3,200,2187,0,58.519,0,0.4156852248394,0.000401947341759651,3859
"28",1261,0.01,3,200,2187,0,55.631,0,0.401126911725248,0.000403829728647346,3882
"29",1262,0.01,3,200,2187,0,93.159,0,0.399145070798824,0.000417431609218731,3976
"30",1263,0.01,3,200,2187,0,61.552,0,0.411478072550081,0.000406337781358051,3831
"31",1264,0.01,3,200,2187,0,68.202,0,0.40197152245345,0.000406334210515854,3846
