"","seed","alpha","deg","n","d","method","time","sig_diff","TPR","FPR","SHM"
"1",1234,0.01,3,200,729,0,1.32499999999709,0,0.407905138339921,0.000724287783679382,1022
"2",1235,0.01,3,200,729,0,1.16300000000047,0,0.425658453695837,0.000790172442406047,995
"3",1236,0.01,3,200,729,0,1.17699999999604,0,0.414429530201342,0.000775107543814321,1010
"4",1237,0.01,3,200,729,0,1.17699999999604,0,0.423259493670886,0.000748806530649198,1023
"5",1238,0.01,3,200,729,0,0.889999999999418,0,0.39622641509434,0.000786463028693641,1040
"6",1239,0.01,3,200,729,0,1.14699999999721,0,0.401750198886237,0.000799722360538983,1073
"7",1240,0.01,3,200,729,0,1.04199999998673,0,0.409165302782324,0.000763835320876845,1021
"8",1241,0.01,3,200,729,0,1.32200000000012,0,0.409486166007905,0.000758238773539353,1035
"9",1242,0.01,3,200,729,0,0.966000000000349,0,0.440065681444992,0.000735539574858126,996
"10",1243,0.01,3,200,729,0,1.29099999999744,0,0.431309904153355,0.00072049778475223,1000
"11",1244,0.01,3,200,729,0,1.03200000000652,0,0.409461663947798,0.000818535876955575,1055
"12",1245,0.01,3,200,729,0,0.862999999997555,0,0.424148606811146,0.00074695981695712,1041
"13",1246,0.01,3,200,729,0,0.956000000005588,0,0.427682737169518,0.000639435636747744,970
"14",1247,0.01,3,200,729,0,1.10400000000664,0,0.415922014622258,0.000712925067426114,991
"15",1248,0.01,3,200,729,0,0.881999999997788,0,0.418876755070203,0.000709221195905379,1022
"16",1249,0.01,3,200,729,0,0.843999999997322,0,0.430522088353414,0.000701627322725935,982
"17",1250,0.01,3,200,729,0,0.93300000000454,0,0.433841218925421,0.000756326929388111,1026
"18",1251,0.01,3,200,729,0,0.881999999997788,0,0.442662389735365,0.000737465908705115,989
"19",1252,0.01,3,200,729,0,0.972999999998137,0,0.432067510548523,0.000731722036148577,976
"20",1253,0.01,3,200,729,0,1.19800000000396,0,0.410418310970797,0.000782761885720537,1060
"21",1254,0.01,3,200,729,0,1.07800000000861,0,0.449799196787149,0.000692196847958114,974
"22",1255,0.01,3,200,729,0,0.940000000002328,0,0.441225165562914,0.000726095886148165,965
"23",1256,0.01,3,200,729,0,1.15199999998731,0,0.417887432536623,0.000713013822659504,1044
"24",1257,0.01,3,200,729,0,1.18300000000454,0,0.418796372629843,0.000748734506665057,1002
"25",1258,0.01,3,200,729,0,1.2960000000021,0,0.408809891808346,0.000726213672811503,1054
"26",1259,0.01,3,200,729,0,0.934999999997672,0,0.411764705882353,0.000741229724632214,1026
"27",1260,0.01,3,200,729,0,1.0969999999943,0,0.407884151246983,0.000722371642292125,1016
"28",1261,0.01,3,200,729,0,0.887000000002445,0,0.406274509803922,0.000746935865370469,1050
"29",1262,0.01,3,200,729,0,1.02999999999884,0,0.420970266040689,0.000667719173159953,988
"30",1263,0.01,3,200,729,0,1.03399999999965,0,0.438808373590982,0.000763864134032693,1007
"31",1264,0.01,3,200,729,0,1.09999999999127,0,0.386784850926672,0.000746887966804979,1047
"32",1265,0.01,3,200,729,0,0.914000000004307,0,0.412576687116564,0.000718682151972037,1045
"33",1266,0.01,3,200,729,0,1.06399999999849,0,0.412518853695324,0.00065080218443168,1013
"34",1267,0.01,3,200,729,0,0.932000000000698,0,0.411522633744856,0.000760053260307869,1012
"35",1268,0.01,3,200,729,0,1.16399999998976,0,0.421797004991681,0.000756262741895636,993
